id,city,title,rent_raw,size_raw,rent,size,size_norm
1003263,Berlin,Real Market Listing,450.0,35.08,450.0,35.08,0.4947240259740259
1002753,Hamburg,Real Market Listing,820.0,55.0,820.0,55.0,0.8989448051948051
1002881,Berlin,Real Market Listing,572.65,44.05,572.65,44.05,0.6767451298701297
1002697,Berlin,Real Market Listing,720.0,30.0,720.0,30.0,0.39163961038961037
1001756,Berlin,Real Market Listing,906.0,56.57,906.0,56.57,0.9308035714285715
1003599,Berlin,Real Market Listing,660.0,51.0,660.0,51.0,0.8177759740259739
1005189,Köln,Real Market Listing,760.0,53.0,760.0,53.0,0.8583603896103895
1005509,Berlin,Real Market Listing,687.4,24.55,687.4,24.55,0.28104707792207795
1001513,Berlin,Real Market Listing,900.34,39.75,900.34,39.75,0.5894886363636364
1004483,Berlin,Real Market Listing,601.0,30.86,601.0,30.86,0.40909090909090906
1005491,München,Real Market Listing,940.0,48.0,940.0,48.0,0.7568993506493505
1001411,Hamburg,Real Market Listing,1050.0,58.0,1050.0,58.0,0.9598214285714285
1000239,München,Real Market Listing,900.0,39.0,900.0,39.0,0.5742694805194806
1000339,Berlin,Real Market Listing,650.0,41.21,650.0,41.21,0.6191152597402597
1005085,Köln,Real Market Listing,344.88,43.11,344.88,43.11,0.6576704545454545
1005551,Berlin,Real Market Listing,514.0,48.47,514.0,48.47,0.7664366883116882
1000842,Berlin,Real Market Listing,591.0,41.84,591.0,41.84,0.6318993506493508
1003605,Berlin,Real Market Listing,499.0,40.82,499.0,40.82,0.6112012987012987
1001400,Köln,Real Market Listing,740.0,44.65,740.0,44.65,0.6889204545454546
1005633,Hamburg,Real Market Listing,850.0,50.0,850.0,50.0,0.7974837662337662
1001242,Berlin,Real Market Listing,800.25,48.5,800.25,48.5,0.7670454545454545
1001405,Berlin,Real Market Listing,1400.0,55.0,1400.0,55.0,0.8989448051948051
1000333,Köln,Real Market Listing,390.0,50.0,390.0,50.0,0.7974837662337662
1001559,München,Real Market Listing,1100.0,16.0,1100.0,16.0,0.10754870129870131
1000073,Hamburg,Real Market Listing,950.0,53.0,950.0,53.0,0.8583603896103895
1003038,Berlin,Real Market Listing,720.0,43.0,720.0,43.0,0.6554383116883116
1000157,Berlin,Real Market Listing,976.0,57.4,976.0,57.4,0.9476461038961039
1006407,Köln,Real Market Listing,650.0,50.0,650.0,50.0,0.7974837662337662
1003182,Hamburg,Real Market Listing,750.0,42.78,750.0,42.78,0.6509740259740259
1001694,Berlin,Real Market Listing,504.0,59.39,504.0,59.39,0.9880275974025974
1001371,Berlin,Real Market Listing,654.0,38.98,654.0,38.98,0.5738636363636364
1001964,Köln,Real Market Listing,680.0,59.0,680.0,59.0,0.9801136363636362
1002457,Berlin,Real Market Listing,814.0,48.2,814.0,48.2,0.7609577922077921
1003807,München,Real Market Listing,1070.0,56.0,1070.0,56.0,0.9192370129870129
1006226,München,Real Market Listing,1230.0,54.16,1230.0,54.16,0.8818993506493505
1000149,Köln,Real Market Listing,750.0,39.0,750.0,39.0,0.5742694805194806
1000265,Berlin,Real Market Listing,454.19,54.07,454.19,54.07,0.880073051948052
1004348,Berlin,Real Market Listing,417.74,57.32,417.74,57.32,0.9460227272727273
1006060,Köln,Real Market Listing,482.5,35.0,482.5,35.0,0.49310064935064934
1000184,Berlin,Real Market Listing,460.0,33.0,460.0,33.0,0.4525162337662338
1003153,Berlin,Real Market Listing,448.0,35.84,448.0,35.84,0.5101461038961039
1002916,München,Real Market Listing,855.0,50.0,855.0,50.0,0.7974837662337662
1003541,Berlin,Real Market Listing,499.0,50.0,499.0,50.0,0.7974837662337662
1003405,Berlin,Real Market Listing,1050.0,55.0,1050.0,55.0,0.8989448051948051
1001197,Berlin,Real Market Listing,850.0,50.5,850.0,50.5,0.8076298701298701
1002446,Potsdam,Real Market Listing,535.0,44.65,535.0,44.65,0.6889204545454546
1001978,München,Real Market Listing,750.0,34.0,750.0,34.0,0.47280844155844154
1004471,Berlin,Real Market Listing,426.4,55.52,426.4,55.52,0.9094967532467534
1003767,Berlin,Real Market Listing,529.0,43.0,529.0,43.0,0.6554383116883116
1005014,Berlin,Real Market Listing,494.17,48.86,494.17,48.86,0.7743506493506492
1003715,München,Real Market Listing,1150.0,17.0,1150.0,17.0,0.12784090909090912
1000604,Berlin,Real Market Listing,746.32,53.99,746.32,53.99,0.8784496753246754
1000925,Köln,Real Market Listing,500.0,59.0,500.0,59.0,0.9801136363636362
1003105,Köln,Real Market Listing,285.8,41.0,285.8,41.0,0.6148538961038961
1005384,Berlin,Real Market Listing,1100.0,59.91,1100.0,59.91,0.9985795454545453
1000322,Berlin,Real Market Listing,993.82,58.46,993.82,58.46,0.9691558441558442
1000102,Berlin,Real Market Listing,1350.0,40.0,1350.0,40.0,0.5945616883116883
1004074,Berlin,Real Market Listing,338.82,52.94,338.82,52.94,0.857142857142857
1004108,Köln,Real Market Listing,630.0,33.66,630.0,33.66,0.46590909090909083
1002582,Berlin,Real Market Listing,655.0,46.8,655.0,46.8,0.7325487012987012
1002641,Berlin,Real Market Listing,750.0,43.0,750.0,43.0,0.6554383116883116
1003264,Hamburg,Real Market Listing,830.0,37.29,830.0,37.29,0.5395698051948051
1001261,München,Real Market Listing,740.0,12.0,740.0,12.0,0.026379870129870142
1005111,Berlin,Real Market Listing,590.0,36.4,590.0,36.4,0.5215097402597403
1002377,Hamburg,Real Market Listing,595.0,46.0,595.0,46.0,0.716314935064935
1001893,Berlin,Real Market Listing,530.55,50.53,530.55,50.53,0.8082386363636364
1001569,München,Real Market Listing,1040.0,57.77,1040.0,57.77,0.9551542207792209
1001092,Berlin,Real Market Listing,520.0,53.5,520.0,53.5,0.8685064935064934
1003006,Berlin,Real Market Listing,798.0,40.0,798.0,40.0,0.5945616883116883
1000879,Hamburg,Real Market Listing,500.0,23.0,500.0,23.0,0.24959415584415584
1000110,Berlin,Real Market Listing,1198.0,49.9,1198.0,49.9,0.7954545454545455
1000798,Berlin,Real Market Listing,548.0,26.11,548.0,26.11,0.31270292207792205
1005290,Berlin,Real Market Listing,455.0,19.5,455.0,19.5,0.17857142857142858
1001446,Hamburg,Real Market Listing,550.0,32.0,550.0,32.0,0.432224025974026
1004351,Hamburg,Real Market Listing,526.0,38.34,526.0,38.34,0.5608766233766235
1000535,Berlin,Real Market Listing,398.05,41.9,398.05,41.9,0.6331168831168831
1002271,Berlin,Real Market Listing,459.85,54.1,459.85,54.1,0.8806818181818182
1003529,Hamburg,Real Market Listing,643.1,59.0,643.1,59.0,0.9801136363636362
1005335,München,Real Market Listing,1300.0,43.0,1300.0,43.0,0.6554383116883116
1004589,Berlin,Real Market Listing,729.0,52.0,729.0,52.0,0.8380681818181818
1005472,München,Real Market Listing,1180.0,45.0,1180.0,45.0,0.6960227272727272
1006472,Berlin,Real Market Listing,699.0,26.0,699.0,26.0,0.3104707792207792
1001328,Hamburg,Real Market Listing,649.0,59.0,649.0,59.0,0.9801136363636362
1002166,München,Real Market Listing,770.0,37.46,770.0,37.46,0.5430194805194806
1000926,Berlin,Real Market Listing,1200.0,57.0,1200.0,57.0,0.9395292207792207
1002742,Hamburg,Real Market Listing,780.0,58.0,780.0,58.0,0.9598214285714285
1003181,Hamburg,Real Market Listing,730.0,53.0,730.0,53.0,0.8583603896103895
1002228,Berlin,Real Market Listing,531.0,48.0,531.0,48.0,0.7568993506493505
1006344,Berlin,Real Market Listing,718.38,45.17,718.38,45.17,0.6994724025974025
1001533,München,Real Market Listing,1350.0,33.0,1350.0,33.0,0.4525162337662338
1005749,Köln,Real Market Listing,815.0,57.0,815.0,57.0,0.9395292207792207
1003680,München,Real Market Listing,1180.0,50.0,1180.0,50.0,0.7974837662337662
1003625,Berlin,Real Market Listing,724.02,43.88,724.02,43.88,0.6732954545454547
1006195,Berlin,Real Market Listing,787.8,52.52,787.8,52.52,0.84862012987013
1003753,Berlin,Real Market Listing,307.11,45.03,307.11,45.03,0.6966314935064934
1001061,Berlin,Real Market Listing,347.33,48.92,347.33,48.92,0.7755681818181818
1000533,Berlin,Real Market Listing,400.0,18.0,400.0,18.0,0.1481331168831169
1005154,Hamburg,Real Market Listing,421.0,35.68,421.0,35.68,0.5068993506493507
1005687,Berlin,Real Market Listing,233.74,32.5,233.74,32.5,0.44237012987012986
1000031,Berlin,Real Market Listing,640.0,11.0,640.0,11.0,0.006087662337662352
1003002,Köln,Real Market Listing,490.0,42.0,490.0,42.0,0.6351461038961039
1000203,Hamburg,Real Market Listing,612.44,52.25,612.44,52.25,0.8431412337662337
1002812,Berlin,Real Market Listing,771.0,55.0,771.0,55.0,0.8989448051948051
1000080,Berlin,Real Market Listing,199.0,20.0,199.0,20.0,0.18871753246753248
1001738,Hamburg,Real Market Listing,738.0,52.7,738.0,52.7,0.8522727272727273
1003550,München,Real Market Listing,1000.0,56.0,1000.0,56.0,0.9192370129870129
1000564,München,Real Market Listing,880.0,31.0,880.0,31.0,0.4119318181818182
1002392,Köln,Real Market Listing,750.0,46.0,750.0,46.0,0.716314935064935
1005093,Köln,Real Market Listing,375.0,25.0,375.0,25.0,0.29017857142857145
1003801,Köln,Real Market Listing,595.0,58.04,595.0,58.04,0.9606331168831169
1005286,München,Real Market Listing,690.0,44.0,690.0,44.0,0.6757305194805194
1000809,Berlin,Real Market Listing,679.42,59.08,679.42,59.08,0.9817370129870129
1002133,Berlin,Real Market Listing,451.0,35.27,451.0,35.27,0.4985795454545455
1004527,Berlin,Real Market Listing,482.03,50.74,482.03,50.74,0.8125000000000001
1004694,Berlin,Real Market Listing,439.0,39.48,439.0,39.48,0.5840097402597402
1003323,Köln,Real Market Listing,390.0,30.0,390.0,30.0,0.39163961038961037
1002414,Berlin,Real Market Listing,635.0,36.46,635.0,36.46,0.5227272727272727
1004129,Köln,Real Market Listing,740.0,41.0,740.0,41.0,0.6148538961038961
1003589,München,Real Market Listing,840.0,40.0,840.0,40.0,0.5945616883116883
1003946,Berlin,Real Market Listing,590.0,19.0,590.0,19.0,0.16842532467532467
1003414,Berlin,Real Market Listing,545.0,40.41,545.0,40.41,0.6028814935064934
1005820,Berlin,Real Market Listing,500.0,56.8,500.0,56.8,0.935470779220779
1001599,Berlin,Real Market Listing,471.21,33.9,471.21,33.9,0.47077922077922074
1005604,Berlin,Real Market Listing,280.0,42.0,280.0,42.0,0.6351461038961039
1004144,München,Real Market Listing,1100.0,31.0,1100.0,31.0,0.4119318181818182
1002138,Köln,Real Market Listing,700.0,44.0,700.0,44.0,0.6757305194805194
1001423,Berlin,Real Market Listing,439.19,47.83,439.19,47.83,0.7534496753246752
1005027,Köln,Real Market Listing,485.0,24.0,485.0,24.0,0.26988636363636365
1002163,Berlin,Real Market Listing,630.0,42.0,630.0,42.0,0.6351461038961039
1004600,Berlin,Real Market Listing,696.0,58.15,696.0,58.15,0.9628652597402598
1006547,Potsdam,Real Market Listing,420.0,51.7,420.0,51.7,0.8319805194805194
1006335,Köln,Real Market Listing,1400.0,30.0,1400.0,30.0,0.39163961038961037
1006141,München,Real Market Listing,1050.0,13.0,1050.0,13.0,0.046672077922077934
1003340,Berlin,Real Market Listing,650.0,50.0,650.0,50.0,0.7974837662337662
1005184,Köln,Real Market Listing,960.0,55.0,960.0,55.0,0.8989448051948051
1005343,München,Real Market Listing,780.0,29.4,780.0,29.4,0.3794642857142857
1002776,Hamburg,Real Market Listing,960.5,56.5,960.5,56.5,0.9293831168831168
1000800,Hamburg,Real Market Listing,500.0,34.18,500.0,34.18,0.476461038961039
1001670,München,Real Market Listing,885.0,42.0,885.0,42.0,0.6351461038961039
1006213,Berlin,Real Market Listing,599.0,55.25,599.0,55.25,0.9040178571428571
1003966,Berlin,Real Market Listing,700.0,52.0,700.0,52.0,0.8380681818181818
1005163,München,Real Market Listing,1000.0,54.72,1000.0,54.72,0.8932629870129869
1002890,München,Real Market Listing,1270.0,50.0,1270.0,50.0,0.7974837662337662
1005652,Köln,Real Market Listing,1200.0,54.0,1200.0,54.0,0.8786525974025974
1002119,Hamburg,Real Market Listing,586.25,46.9,586.25,46.9,0.7345779220779222
1001765,Köln,Real Market Listing,590.0,42.0,590.0,42.0,0.6351461038961039
1004868,Berlin,Real Market Listing,510.0,36.0,510.0,36.0,0.5133928571428571
1005548,Berlin,Real Market Listing,890.0,48.0,890.0,48.0,0.7568993506493505
1005852,Köln,Real Market Listing,350.0,28.0,350.0,28.0,0.3510551948051948
1000620,Berlin,Real Market Listing,497.4,58.5,497.4,58.5,0.9699675324675324
1003085,Berlin,Real Market Listing,450.92,52.13,450.92,52.13,0.840706168831169
1003688,Hamburg,Real Market Listing,640.0,42.0,640.0,42.0,0.6351461038961039
1000378,Berlin,Real Market Listing,415.14,47.17,415.14,47.17,0.7400568181818181
1004577,Hamburg,Real Market Listing,495.33,57.33,495.33,57.33,0.9462256493506492
1005443,Berlin,Real Market Listing,675.0,52.0,675.0,52.0,0.8380681818181818
1003306,Hamburg,Real Market Listing,935.0,52.91,935.0,52.91,0.8565340909090907
1000332,München,Real Market Listing,830.0,41.0,830.0,41.0,0.6148538961038961
1004336,Berlin,Real Market Listing,610.0,36.0,610.0,36.0,0.5133928571428571
1001176,Hamburg,Real Market Listing,663.0,51.01,663.0,51.01,0.8179788961038962
1003932,München,Real Market Listing,567.29,39.95,567.29,39.95,0.593547077922078
1002572,Berlin,Real Market Listing,495.0,47.0,495.0,47.0,0.7366071428571428
1004660,Berlin,Real Market Listing,400.0,56.0,400.0,56.0,0.9192370129870129
1002227,Hamburg,Real Market Listing,675.0,26.0,675.0,26.0,0.3104707792207792
1000350,Potsdam,Real Market Listing,701.12,50.08,701.12,50.08,0.7991071428571428
1002185,München,Real Market Listing,1190.0,58.98,1190.0,58.98,0.9797077922077922
1005947,Berlin,Real Market Listing,820.0,47.0,820.0,47.0,0.7366071428571428
1005697,Hamburg,Real Market Listing,442.0,19.0,442.0,19.0,0.16842532467532467
1000705,Hamburg,Real Market Listing,710.0,40.0,710.0,40.0,0.5945616883116883
1003481,Berlin,Real Market Listing,930.0,15.0,930.0,15.0,0.08725649350649352
1003951,Berlin,Real Market Listing,496.11,57.0,496.11,57.0,0.9395292207792207
1005101,München,Real Market Listing,1100.0,46.0,1100.0,46.0,0.716314935064935
1004032,München,Real Market Listing,1470.0,45.0,1470.0,45.0,0.6960227272727272
1000743,Hamburg,Real Market Listing,308.28,42.0,308.28,42.0,0.6351461038961039
1003717,Berlin,Real Market Listing,799.22,55.09,799.22,55.09,0.9007711038961039
1005028,Berlin,Real Market Listing,650.0,40.0,650.0,40.0,0.5945616883116883
1004189,Berlin,Real Market Listing,356.25,40.84,356.25,40.84,0.6116071428571429
1004122,Berlin,Real Market Listing,875.0,37.5,875.0,37.5,0.5438311688311689
1000229,Berlin,Real Market Listing,838.0,43.1,838.0,43.1,0.6574675324675325
1006077,Köln,Real Market Listing,680.0,57.0,680.0,57.0,0.9395292207792207
1000447,Hamburg,Real Market Listing,830.0,53.0,830.0,53.0,0.8583603896103895
1004210,München,Real Market Listing,1200.0,52.1,1200.0,52.1,0.8400974025974027
1000045,Berlin,Real Market Listing,400.0,30.0,400.0,30.0,0.39163961038961037
1002569,Köln,Real Market Listing,420.0,30.0,420.0,30.0,0.39163961038961037
1006266,Berlin,Real Market Listing,431.8,58.32,431.8,58.32,0.9663149350649352
1000321,Köln,Real Market Listing,683.87,36.42,683.87,36.42,0.5219155844155845
1005817,Köln,Real Market Listing,480.0,28.0,480.0,28.0,0.3510551948051948
1000075,Köln,Real Market Listing,800.0,48.0,800.0,48.0,0.7568993506493505
1004766,München,Real Market Listing,1320.0,53.03,1320.0,53.03,0.8589691558441558
1005767,Berlin,Real Market Listing,600.0,43.0,600.0,43.0,0.6554383116883116
1002664,Berlin,Real Market Listing,645.0,49.19,645.0,49.19,0.7810470779220778
1000812,Berlin,Real Market Listing,575.0,35.0,575.0,35.0,0.49310064935064934
1004050,Köln,Real Market Listing,725.0,49.0,725.0,49.0,0.7771915584415584
1006113,München,Real Market Listing,1162.0,46.5,1162.0,46.5,0.7264610389610389
1002548,Berlin,Real Market Listing,545.0,24.23,545.0,24.23,0.27455357142857145
1003786,Berlin,Real Market Listing,456.0,51.53,456.0,51.53,0.8285308441558441
1006435,München,Real Market Listing,800.0,33.0,800.0,33.0,0.4525162337662338
1003197,Köln,Real Market Listing,325.0,32.0,325.0,32.0,0.432224025974026
1005703,Berlin,Real Market Listing,351.46,53.0,351.46,53.0,0.8583603896103895
1006114,Berlin,Real Market Listing,671.38,53.71,671.38,53.71,0.8727678571428572
1003463,Köln,Real Market Listing,490.0,49.0,490.0,49.0,0.7771915584415584
1005422,Hamburg,Real Market Listing,453.87,41.0,453.87,41.0,0.6148538961038961
1004230,Berlin,Real Market Listing,575.0,15.0,575.0,15.0,0.08725649350649352
1000473,Köln,Real Market Listing,561.0,58.5,561.0,58.5,0.9699675324675324
1000624,Köln,Real Market Listing,470.0,49.0,470.0,49.0,0.7771915584415584
1003221,Berlin,Real Market Listing,650.0,39.06,650.0,39.06,0.575487012987013
1003794,Hamburg,Real Market Listing,438.0,36.0,438.0,36.0,0.5133928571428571
1001465,Hamburg,Real Market Listing,450.0,38.0,450.0,38.0,0.5539772727272727
1000124,Köln,Real Market Listing,415.0,36.0,415.0,36.0,0.5133928571428571
1006171,Berlin,Real Market Listing,570.0,53.77,570.0,53.77,0.8739853896103897
1001258,Berlin,Real Market Listing,325.98,36.22,325.98,36.22,0.5178571428571428
1005057,Hamburg,Real Market Listing,876.0,56.0,876.0,56.0,0.9192370129870129
1002252,Hamburg,Real Market Listing,1100.0,56.99,1100.0,56.99,0.9393262987012988
1000763,München,Real Market Listing,1200.0,34.0,1200.0,34.0,0.47280844155844154
1002399,Berlin,Real Market Listing,760.0,58.0,760.0,58.0,0.9598214285714285
1000151,Köln,Real Market Listing,540.0,55.0,540.0,55.0,0.8989448051948051
1005967,München,Real Market Listing,1250.0,55.0,1250.0,55.0,0.8989448051948051
1005857,Berlin,Real Market Listing,499.0,50.0,499.0,50.0,0.7974837662337662
1003208,München,Real Market Listing,920.0,54.0,920.0,54.0,0.8786525974025974
1003207,Berlin,Real Market Listing,670.0,17.0,670.0,17.0,0.12784090909090912
1002447,Potsdam,Real Market Listing,356.5,20.5,356.5,20.5,0.19886363636363638
1000373,Berlin,Real Market Listing,861.0,26.0,861.0,26.0,0.3104707792207792
1000221,Berlin,Real Market Listing,329.0,33.0,329.0,33.0,0.4525162337662338
1002177,Berlin,Real Market Listing,435.46,43.59,435.46,43.59,0.6674107142857143
1006191,Berlin,Real Market Listing,550.0,45.25,550.0,45.25,0.7010957792207791
1003909,Berlin,Real Market Listing,630.0,39.37,630.0,39.37,0.5817775974025974
1006172,Köln,Real Market Listing,420.0,33.0,420.0,33.0,0.4525162337662338
1002153,Berlin,Real Market Listing,530.0,50.0,530.0,50.0,0.7974837662337662
1000932,Köln,Real Market Listing,440.0,22.0,440.0,22.0,0.22930194805194806
1000710,Berlin,Real Market Listing,448.0,49.74,448.0,49.74,0.7922077922077924
1005260,München,Real Market Listing,1250.0,38.0,1250.0,38.0,0.5539772727272727
1001595,Berlin,Real Market Listing,567.0,54.05,567.0,54.05,0.8796672077922076
1002862,München,Real Market Listing,1040.0,52.0,1040.0,52.0,0.8380681818181818
1001561,Hamburg,Real Market Listing,710.0,59.74,710.0,59.74,0.9951298701298702
1000994,München,Real Market Listing,1050.0,33.5,1050.0,33.5,0.46266233766233766
1004945,Hamburg,Real Market Listing,540.0,44.9,540.0,44.9,0.6939935064935066
1003877,Hamburg,Real Market Listing,700.0,54.45,700.0,54.45,0.8877840909090909
1003240,Berlin,Real Market Listing,800.0,57.0,800.0,57.0,0.9395292207792207
1000323,Köln,Real Market Listing,1190.0,59.0,1190.0,59.0,0.9801136363636362
1001744,Köln,Real Market Listing,780.0,58.0,780.0,58.0,0.9598214285714285
1001951,München,Real Market Listing,1300.0,56.0,1300.0,56.0,0.9192370129870129
1003583,Hamburg,Real Market Listing,600.0,39.0,600.0,39.0,0.5742694805194806
1004252,Hamburg,Real Market Listing,1114.16,45.71,1114.16,45.71,0.7104301948051949
1000254,Berlin,Real Market Listing,341.24,50.78,341.24,50.78,0.8133116883116882
1004264,München,Real Market Listing,1400.0,55.0,1400.0,55.0,0.8989448051948051
1001545,München,Real Market Listing,700.0,24.0,700.0,24.0,0.26988636363636365
1003309,Köln,Real Market Listing,664.0,59.0,664.0,59.0,0.9801136363636362
1004696,München,Real Market Listing,1000.0,38.0,1000.0,38.0,0.5539772727272727
1004454,Hamburg,Real Market Listing,400.0,40.0,400.0,40.0,0.5945616883116883
1002115,Berlin,Real Market Listing,1000.0,59.0,1000.0,59.0,0.9801136363636362
1003949,Berlin,Real Market Listing,400.0,51.0,400.0,51.0,0.8177759740259739
1001219,Berlin,Real Market Listing,540.0,20.0,540.0,20.0,0.18871753246753248
1004626,Berlin,Real Market Listing,452.7,45.27,452.7,45.27,0.7015016233766235
1001844,Berlin,Real Market Listing,479.0,51.0,479.0,51.0,0.8177759740259739
1001840,Berlin,Real Market Listing,648.0,53.96,648.0,53.96,0.8778409090909092
1005164,Berlin,Real Market Listing,795.0,51.27,795.0,51.27,0.8232548701298703
1005754,Berlin,Real Market Listing,600.0,27.0,600.0,27.0,0.330762987012987
1004674,München,Real Market Listing,690.0,25.0,690.0,25.0,0.29017857142857145
1005951,Hamburg,Real Market Listing,730.0,44.76,730.0,44.76,0.6911525974025974
1000511,Köln,Real Market Listing,370.0,28.0,370.0,28.0,0.3510551948051948
1000776,Berlin,Real Market Listing,1010.0,17.0,1010.0,17.0,0.12784090909090912
1005996,Köln,Real Market Listing,699.0,56.0,699.0,56.0,0.9192370129870129
1006148,München,Real Market Listing,890.0,42.0,890.0,42.0,0.6351461038961039
1002570,Berlin,Real Market Listing,495.0,40.0,495.0,40.0,0.5945616883116883
1000380,Berlin,Real Market Listing,506.34,46.97,506.34,46.97,0.7359983766233765
1005035,Berlin,Real Market Listing,690.0,59.94,690.0,59.94,0.9991883116883116
1004837,Berlin,Real Market Listing,728.0,58.25,728.0,58.25,0.9648944805194805
1000079,Köln,Real Market Listing,580.0,50.0,580.0,50.0,0.7974837662337662
1002345,Berlin,Real Market Listing,427.25,52.63,427.25,52.63,0.8508522727272728
1005167,Hamburg,Real Market Listing,680.0,50.0,680.0,50.0,0.7974837662337662
1003658,Berlin,Real Market Listing,800.0,54.61,800.0,54.61,0.8910308441558441
1003908,Hamburg,Real Market Listing,750.0,35.0,750.0,35.0,0.49310064935064934
1006185,Berlin,Real Market Listing,543.89,57.8,543.89,57.8,0.9557629870129869
1000683,Berlin,Real Market Listing,502.47,55.83,502.47,55.83,0.9157873376623376
1000465,Berlin,Real Market Listing,870.0,36.85,870.0,36.85,0.5306412337662338
1002484,Köln,Real Market Listing,990.0,50.0,990.0,50.0,0.7974837662337662
1003759,München,Real Market Listing,740.0,22.6,740.0,22.6,0.24147727272727276
1002677,Berlin,Real Market Listing,400.0,48.0,400.0,48.0,0.7568993506493505
1002531,Hamburg,Real Market Listing,859.65,57.31,859.65,57.31,0.9458198051948051
1000652,Berlin,Real Market Listing,380.0,35.5,380.0,35.5,0.5032467532467533
1000344,Berlin,Real Market Listing,334.0,37.28,334.0,37.28,0.5393668831168832
1001535,Berlin,Real Market Listing,620.0,11.0,620.0,11.0,0.006087662337662352
1000662,Berlin,Real Market Listing,654.0,32.7,654.0,32.7,0.4464285714285715
1000627,Hamburg,Real Market Listing,441.0,33.4,441.0,33.4,0.46063311688311687
1003618,Berlin,Real Market Listing,478.98,30.47,478.98,30.47,0.40117694805194803
1000008,Potsdam,Real Market Listing,540.0,59.98,540.0,59.98,1.0
1006442,Berlin,Real Market Listing,429.0,43.0,429.0,43.0,0.6554383116883116
1001912,Berlin,Real Market Listing,1235.0,44.91,1235.0,44.91,0.6941964285714284
1003785,Berlin,Real Market Listing,344.81,50.56,344.81,50.56,0.8088474025974026
1001075,Hamburg,Real Market Listing,675.0,59.21,675.0,59.21,0.9843750000000001
1002741,Köln,Real Market Listing,540.0,55.0,540.0,55.0,0.8989448051948051
1006138,Köln,Real Market Listing,530.0,45.0,530.0,45.0,0.6960227272727272
1000544,Berlin,Real Market Listing,799.0,57.0,799.0,57.0,0.9395292207792207
1004194,Berlin,Real Market Listing,754.0,58.0,754.0,58.0,0.9598214285714285
1000960,Berlin,Real Market Listing,464.69,24.25,464.69,24.25,0.2749594155844156
1003684,Berlin,Real Market Listing,1299.9,54.05,1299.9,54.05,0.8796672077922076
1002077,München,Real Market Listing,1050.0,26.11,1050.0,26.11,0.31270292207792205
1003023,München,Real Market Listing,1250.0,55.0,1250.0,55.0,0.8989448051948051
1002952,Hamburg,Real Market Listing,1180.0,51.2,1180.0,51.2,0.8218344155844156
1000865,Berlin,Real Market Listing,231.79,32.5,231.79,32.5,0.44237012987012986
1001643,Berlin,Real Market Listing,511.44,55.27,511.44,55.27,0.9044237012987014
1006003,Berlin,Real Market Listing,371.42,29.5,371.42,29.5,0.3814935064935065
1006337,Berlin,Real Market Listing,349.0,40.0,349.0,40.0,0.5945616883116883
1006485,Köln,Real Market Listing,673.79,35.79,673.79,35.79,0.5091314935064934
1002618,Potsdam,Real Market Listing,320.0,20.87,320.0,20.87,0.20637175324675328
1003318,Berlin,Real Market Listing,450.0,38.86,450.0,38.86,0.5714285714285714
1006099,München,Real Market Listing,622.79,48.34,622.79,48.34,0.7637987012987013
1001420,Hamburg,Real Market Listing,790.0,54.0,790.0,54.0,0.8786525974025974
1001825,Berlin,Real Market Listing,1075.0,53.75,1075.0,53.75,0.8735795454545454
1004313,Berlin,Real Market Listing,545.0,24.19,545.0,24.19,0.27374188311688313
1005573,Berlin,Real Market Listing,485.0,22.88,485.0,22.88,0.24715909090909088
1001244,Köln,Real Market Listing,440.0,22.0,440.0,22.0,0.22930194805194806
1003162,München,Real Market Listing,1065.0,44.1,1065.0,44.1,0.6777597402597404
1004160,Köln,Real Market Listing,450.0,32.0,450.0,32.0,0.432224025974026
1003050,Hamburg,Real Market Listing,675.0,33.25,675.0,33.25,0.4575892857142857
1001203,München,Real Market Listing,950.0,47.0,950.0,47.0,0.7366071428571428
1003053,Berlin,Real Market Listing,350.0,36.0,350.0,36.0,0.5133928571428571
1002465,München,Real Market Listing,960.0,52.0,960.0,52.0,0.8380681818181818
1002199,Hamburg,Real Market Listing,917.0,53.96,917.0,53.96,0.8778409090909092
1005217,Berlin,Real Market Listing,1080.0,57.25,1080.0,57.25,0.9446022727272726
1006415,Berlin,Real Market Listing,585.0,30.0,585.0,30.0,0.39163961038961037
1004582,Berlin,Real Market Listing,450.0,20.0,450.0,20.0,0.18871753246753248
1001803,Berlin,Real Market Listing,779.0,39.0,779.0,39.0,0.5742694805194806
1000286,Hamburg,Real Market Listing,235.0,20.52,235.0,20.52,0.1992694805194805
1003824,Hamburg,Real Market Listing,600.0,56.0,600.0,56.0,0.9192370129870129
1005319,Hamburg,Real Market Listing,1340.0,57.0,1340.0,57.0,0.9395292207792207
1003337,Berlin,Real Market Listing,740.0,56.21,740.0,56.21,0.9234983766233767
1002689,Köln,Real Market Listing,1090.0,33.0,1090.0,33.0,0.4525162337662338
1002598,Köln,Real Market Listing,680.0,46.0,680.0,46.0,0.716314935064935
1002168,München,Real Market Listing,950.0,40.05,950.0,40.05,0.5955762987012987
1004684,Köln,Real Market Listing,722.11,25.31,722.11,25.31,0.29646915584415584
1001055,Berlin,Real Market Listing,316.81,39.78,316.81,39.78,0.5900974025974026
1002882,Berlin,Real Market Listing,394.12,46.0,394.12,46.0,0.716314935064935
1004786,Berlin,Real Market Listing,615.0,50.0,615.0,50.0,0.7974837662337662
1002836,Hamburg,Real Market Listing,449.0,30.5,449.0,30.5,0.4017857142857143
